shopping_mall,Region,category,forecast_date,forecasted_sales
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-07,794.2442803045875
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-08,812.8146438649213
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-09,685.6108466558837
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-10,669.1516107454702
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-11,646.2533688968427
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-12,668.331500300132
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-13,754.1888077054967
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-14,794.0590924209813
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-15,882.4030725284721
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-16,820.0514983027367
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-17,850.4082473624061
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-18,832.7888627475708
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-19,1319.7834033541947
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-20,792.1045784284208
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-21,729.3858070663468
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-22,754.7316722144419
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-23,692.0840152250921
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-24,774.5730956729311
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-25,830.4110823975539
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-26,867.506262514773
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-27,905.4059512211751
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-28,874.9871255012132
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-29,915.6956327724439
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-30,844.2553047238033
Cevahir AVM,Bayrampaşa,Cosmetics,2023-05-31,889.0102225298967
Cevahir AVM,Bayrampaşa,Cosmetics,2023-06-01,888.400452801915
Cevahir AVM,Bayrampaşa,Cosmetics,2023-06-02,875.3960017573298
Cevahir AVM,Bayrampaşa,Cosmetics,2023-06-03,891.8727281827361
Cevahir AVM,Bayrampaşa,Cosmetics,2023-06-04,867.8883106836926
Cevahir AVM,Bayrampaşa,Cosmetics,2023-06-05,915.7864923156096
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-08,90.1274643144152
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-09,82.22504428646306
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-10,86.41111998816133
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-11,91.46986939002113
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-12,91.30191750272911
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-13,86.1194093267339
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-14,83.92199667354006
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-15,93.28509528643534
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-16,87.0836186716737
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-17,84.88487654774353
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-18,79.53845538651326
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-19,72.37393776959117
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-20,68.3453301093975
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-21,73.89693912211179
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-22,91.49397180005177
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-23,88.52465518702972
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-24,83.33223522398593
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-25,71.57083879438768
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-26,58.020035651327994
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-27,49.23161913422028
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-28,51.90811915920037
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-29,69.5738505358367
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-30,72.07014608423815
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-03-31,78.99895584190737
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-01,83.170829155507
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-02,82.34608512403385
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-03,76.11779810176054
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-04,69.66150830166885
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-05,72.12751471621446
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-06,62.28145914095442
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-07,65.23273894200327
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-08,72.4106083878936
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-09,75.55681562509794
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-10,69.61319428763842
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-11,60.602230340223585
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-12,62.6035394665038
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-13,58.03157820717917
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-14,70.03595204197137
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-15,83.7995837355824
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-16,85.95334208834919
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-17,72.23260804341096
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-18,54.98823056279902
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-19,54.983920019801175
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-20,56.361846571111855
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-21,63.91450682683855
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-22,84.38041395392162
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-23,104.66863543158834
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-24,82.11056622934652
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-25,58.07959345296143
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-26,52.07984061630947
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-27,48.979499562589616
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-28,67.94251638780477
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-29,89.6235745291641
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-04-30,99.39583453479959
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-01,54.804228972348916
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-02,82.92430309610138
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-03,83.0619981374605
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-04,74.22604023670145
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-05,77.7694355949132
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-06,82.38144455235908
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-07,81.40543828864853
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-08,73.39600053928594
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-09,64.74936821137372
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-10,65.14645393552861
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-11,52.8096436900984
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-12,52.496563859696366
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-13,57.93423970102085
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-14,63.594841366296514
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-15,63.52677816667098
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-16,57.72730884137679
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-17,53.394810924833976
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-18,32.756935669726325
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-19,27.666653089010055
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-20,36.83043916790196
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-21,52.845275375363734
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-22,63.85876954445186
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-23,64.37210587604815
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-24,60.34604337655157
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-25,36.71790750452431
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-26,28.70359624649085
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-27,36.17927321176309
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-28,52.28901199047645
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-29,66.06508983385775
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-30,74.29142039831247
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-05-31,84.12500054501072
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-06-01,77.6779066387007
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-06-02,83.1616966615482
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-06-03,93.59768451903665
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-06-04,100.6332449401328
Cevahir AVM,Bayrampaşa,Food & Beverage,2023-06-05,98.83999961557042
